problem_clarity_score,market_need_score,founder_market_fit_score,ai_fit_score,business_potential_score,validation_score,confidence,eye_contact,speaking_speed,filler_words,clarity,energy,qna_quality_score,pitch_length_words,has_clear_customer,has_business_model,has_competition_awareness,has_go_to_market,has_revenue_model,investor_readiness_score
86.63,54.84,59.16,60.84,58.59,64.03,69.75,71.38,179.0,7.0,70.98,62.43,64.88,241,1,0.0,0,1.0,1.0,64.7
70.55,36.66,24.73,66.85,48.24,49.38,58.62,37.8,129.0,11.0,59.24,52.26,53.78,167,0,0.0,0,0.0,0.0,35.71
67.2,48.14,43.48,77.06,66.4,47.11,80.52,65.71,108.0,7.0,65.24,49.19,69.87,243,0,1.0,0,0.0,0.0,56.25
75.13,27.27,52.87,81.36,72.15,58.53,74.21,57.13,118.0,4.0,63.23,72.69,61.58,241,0,0.0,0,0.0,1.0,47.34
73.07,65.12,70.1,63.56,90.8,61.01,60.92,27.78,103.0,4.0,59.16,70.4,53.64,184,0,1.0,0,0.0,1.0,68.6
68.44,70.94,35.66,65.82,62.58,60.47,92.37,72.03,173.0,4.0,76.65,76.46,78.7,201,1,0.0,0,1.0,0.0,66.88
65.59,62.8,36.44,88.39,44.95,60.28,63.8,79.95,138.0,12.0,40.57,50.12,65.74,267,0,0.0,0,0.0,0.0,40.01
100.0,44.27,93.68,77.14,86.23,77.13,98.13,71.54,125.0,6.0,62.48,75.2,62.52,301,0,0.0,0,1.0,1.0,80.22
67.51,70.14,19.73,64.12,78.73,,62.4,69.08,149.0,17.0,60.73,50.61,46.02,299,1,,1,0.0,1.0,63.52
64.39,48.47,30.29,65.08,72.26,40.5,60.27,57.57,169.0,8.0,64.07,84.36,29.49,304,1,1.0,0,0.0,0.0,55.52
75.24,50.71,66.12,49.82,57.21,61.47,90.76,72.51,140.0,5.0,59.41,59.57,57.8,187,0,0.0,0,0.0,1.0,66.32
59.06,42.8,40.94,69.64,36.55,30.51,66.84,53.31,169.0,4.0,65.63,67.57,64.08,104,1,0.0,0,0.0,0.0,39.45
69.35,54.96,53.48,74.08,63.02,61.59,75.39,55.71,134.0,3.0,76.2,86.57,55.14,237,1,0.0,0,0.0,0.0,50.55
56.77,54.07,66.72,34.68,48.32,57.5,60.92,53.7,117.0,2.0,60.67,56.44,61.24,334,1,0.0,1,0.0,0.0,54.81
61.95,70.12,63.9,50.94,62.24,66.56,65.4,36.06,172.0,6.0,52.5,42.2,63.92,220,0,0.0,1,0.0,1.0,57.48
92.51,47.88,64.24,62.13,100.0,67.91,86.55,88.46,129.0,7.0,79.53,66.18,66.66,250,0,1.0,0,1.0,1.0,75.38
45.38,35.54,51.25,71.79,79.79,51.72,58.39,60.73,128.0,9.0,50.15,54.34,46.92,143,0,1.0,0,1.0,0.0,44.29
82.28,45.28,66.37,54.61,64.77,61.52,43.89,30.8,155.0,11.0,42.85,41.8,63.0,112,0,0.0,0,0.0,0.0,45.19
,39.18,32.81,43.68,27.74,19.02,78.27,85.58,142.0,,71.06,66.83,59.01,156,0,0.0,0,0.0,0.0,25.64
59.27,41.89,51.3,61.02,50.82,53.21,61.24,49.21,137.0,3.0,57.69,49.81,76.82,228,0,1.0,0,0.0,0.0,48.07
58.02,35.39,45.11,51.05,52.82,53.48,62.19,40.41,134.0,6.0,60.45,61.17,29.85,159,0,0.0,0,0.0,0.0,37.83
47.55,33.9,40.27,55.91,64.07,47.42,77.49,71.69,129.0,12.0,42.47,98.89,59.74,240,0,0.0,0,0.0,0.0,36.97
42.13,21.85,39.23,58.97,47.18,33.29,60.61,58.68,142.0,5.0,63.91,81.42,24.07,156,0,0.0,0,0.0,0.0,25.63
58.84,38.0,40.1,55.13,42.84,48.15,63.82,56.51,148.0,9.0,59.15,59.24,53.22,129,0,0.0,0,0.0,0.0,43.71
80.16,41.28,72.42,80.1,71.43,,38.37,54.42,131.0,15.0,40.03,36.04,48.04,281,0,0.0,0,0.0,0.0,47.34
56.16,65.81,38.04,59.79,43.86,56.8,55.17,48.46,148.0,5.0,44.37,45.01,39.69,234,1,0.0,0,0.0,0.0,50.49
57.57,25.34,27.1,59.78,40.93,,68.42,54.2,147.0,5.0,59.74,62.59,47.53,190,0,0.0,0,0.0,0.0,39.41
58.8,36.71,35.51,52.52,41.11,32.43,62.96,56.34,146.0,7.0,48.26,79.89,42.16,148,0,0.0,0,0.0,0.0,32.77
61.64,53.82,41.68,91.23,71.1,58.34,74.85,74.46,135.0,12.0,56.74,61.29,64.87,190,0,1.0,0,1.0,0.0,67.0
97.27,55.88,62.22,64.61,64.69,70.54,59.43,58.56,132.0,9.0,53.57,46.09,,142,0,0.0,0,0.0,1.0,62.59
65.16,34.09,73.08,85.33,71.79,64.28,63.42,55.81,145.0,5.0,51.87,62.71,50.74,247,0,1.0,0,0.0,0.0,56.05
85.78,55.38,100.0,73.92,59.02,,54.64,27.24,116.0,6.0,52.88,37.36,64.41,265,0,0.0,0,1.0,0.0,57.0
66.24,68.27,20.18,79.58,50.34,61.38,,60.63,190.0,9.0,59.52,63.95,72.78,170,1,0.0,1,0.0,0.0,44.4
81.79,57.32,46.34,86.82,68.44,51.22,69.05,68.7,94.0,,66.82,54.94,84.24,238,1,1.0,0,0.0,0.0,62.66
54.82,73.96,49.62,63.09,58.04,59.61,79.51,100.0,131.0,0.0,83.54,71.88,69.5,224,1,0.0,0,1.0,0.0,61.87
59.87,11.58,52.65,48.12,36.52,41.44,63.94,60.16,148.0,5.0,55.33,69.4,56.62,165,0,0.0,0,0.0,0.0,30.62
75.97,73.02,60.48,67.64,86.67,74.07,65.49,41.64,152.0,3.0,60.98,54.47,62.06,219,1,1.0,0,0.0,1.0,74.51
44.26,86.62,39.47,56.95,52.28,62.36,66.82,85.51,124.0,8.0,67.13,53.17,75.54,241,1,0.0,1,0.0,0.0,54.03
66.92,62.8,48.51,75.63,65.83,53.43,72.97,54.28,128.0,9.0,65.33,67.78,50.4,202,0,1.0,0,0.0,0.0,59.71
75.46,59.16,54.98,68.69,63.46,69.51,75.97,59.01,141.0,4.0,72.48,47.42,67.56,249,0,0.0,1,1.0,0.0,68.83
78.77,32.23,82.68,76.85,70.83,67.12,80.4,58.25,117.0,3.0,71.65,58.43,71.08,199,0,0.0,0,0.0,0.0,52.03
87.73,,81.47,100.0,78.49,67.51,78.91,41.87,119.0,9.0,57.32,50.23,70.26,234,0,0.0,0,1.0,1.0,62.16
78.05,62.15,42.92,56.41,45.52,50.14,32.84,56.26,150.0,14.0,55.47,55.65,53.02,173,0,0.0,1,0.0,0.0,42.94
63.78,43.14,40.97,52.31,55.19,49.32,92.67,47.22,158.0,8.0,52.07,59.57,59.78,122,0,0.0,0,1.0,0.0,45.31
43.22,71.04,66.6,67.77,74.79,60.71,86.46,85.95,142.0,9.0,67.78,91.15,76.22,205,1,0.0,1,1.0,0.0,65.7
41.69,34.31,48.36,63.63,70.27,47.13,91.94,63.26,157.0,11.0,59.1,56.36,48.01,210,0,1.0,0,0.0,1.0,35.08
64.01,28.06,64.91,85.14,42.67,46.23,66.56,66.28,141.0,7.0,67.3,81.15,57.85,189,0,0.0,0,0.0,0.0,42.59
89.35,90.18,61.17,100.0,89.06,83.01,85.09,71.16,128.0,2.0,98.49,92.95,62.6,217,1,1.0,0,0.0,1.0,74.93
56.79,27.78,44.54,60.2,49.9,40.71,68.88,62.92,119.0,8.0,59.27,54.72,50.11,204,0,1.0,0,1.0,0.0,47.18
61.84,38.95,45.41,53.96,54.77,54.89,64.68,53.35,150.0,13.0,35.78,54.74,76.72,250,0,0.0,0,0.0,0.0,38.44
55.88,41.84,0.99,14.41,32.29,41.35,66.88,59.84,127.0,9.0,60.58,70.83,54.89,110,0,0.0,0,0.0,0.0,31.05
67.79,75.0,40.98,52.27,72.83,54.78,82.76,76.53,156.0,9.0,80.11,63.04,61.55,286,0,0.0,0,1.0,1.0,62.93
39.48,29.1,29.13,54.66,57.75,37.05,76.9,60.37,135.0,10.0,51.51,73.56,57.14,117,0,0.0,0,0.0,0.0,32.89
71.93,50.65,37.63,42.87,87.41,61.63,72.03,95.6,163.0,3.0,68.92,65.12,62.78,300,0,1.0,0,1.0,1.0,65.67
76.43,65.27,27.51,39.24,48.21,53.55,53.8,67.81,,10.0,58.04,47.92,40.93,254,0,1.0,0,0.0,0.0,47.68
63.79,49.56,50.99,61.73,34.24,,68.7,65.29,119.0,9.0,57.63,55.58,33.64,80,0,0.0,0,0.0,0.0,38.2
51.64,76.76,45.74,63.91,83.11,64.6,54.8,56.06,141.0,5.0,50.67,55.75,55.09,411,1,1.0,1,1.0,1.0,79.56
63.63,58.18,34.29,52.43,59.8,47.49,60.34,70.8,132.0,8.0,69.45,70.81,52.3,344,0,1.0,0,0.0,0.0,48.46
92.19,78.43,61.82,100.0,76.31,76.57,70.6,80.06,142.0,0.0,97.64,76.26,71.68,173,1,0.0,1,1.0,0.0,85.4
34.07,69.42,22.68,62.72,57.83,38.36,37.91,34.84,134.0,9.0,22.89,60.56,42.73,229,0,0.0,1,0.0,1.0,31.54
74.23,99.41,32.98,80.74,55.04,69.79,54.33,56.91,128.0,11.0,51.15,57.06,71.06,221,1,0.0,1,1.0,0.0,58.78
100.0,72.31,58.43,100.0,86.04,74.28,71.07,64.44,135.0,7.0,64.1,66.88,74.24,169,0,1.0,1,0.0,1.0,84.98
100.0,57.93,79.65,100.0,74.52,81.16,46.73,64.05,97.0,8.0,68.3,44.9,59.3,181,0,0.0,1,1.0,1.0,68.2
41.59,33.49,52.78,60.27,60.35,42.6,70.12,71.55,167.0,6.0,58.91,56.42,54.95,228,0,1.0,0,0.0,0.0,42.34
64.96,32.61,40.01,54.89,69.12,45.28,66.69,50.59,128.0,2.0,56.73,71.62,64.22,194,0,0.0,1,0.0,1.0,49.01
83.07,68.17,57.01,76.39,87.38,71.93,57.87,59.1,146.0,7.0,53.1,59.74,68.59,315,0,1.0,0,1.0,1.0,70.09
98.01,76.83,68.87,100.0,88.85,73.46,82.56,85.62,104.0,5.0,100.0,75.64,83.43,305,1,0.0,0,1.0,1.0,79.71
68.1,70.92,31.37,51.09,88.12,69.98,82.34,68.8,125.0,3.0,68.18,78.82,65.07,324,1,1.0,0,1.0,1.0,81.43
70.4,69.68,50.79,87.17,74.08,65.12,81.23,61.31,146.0,8.0,,80.69,79.0,310,1,0.0,0,0.0,1.0,62.79
68.96,16.4,53.76,63.63,49.05,42.16,77.37,75.81,173.0,2.0,57.84,57.72,69.8,216,0,0.0,0,0.0,0.0,33.88
82.56,56.14,47.6,74.83,58.81,57.46,61.54,73.63,146.0,2.0,55.0,61.23,64.73,192,0,0.0,0,0.0,0.0,51.67
66.99,57.99,27.39,44.18,40.54,46.94,80.79,100.0,151.0,2.0,80.04,97.44,93.13,216,0,0.0,0,0.0,0.0,54.18
48.09,42.54,50.73,37.94,55.24,50.71,71.58,77.31,131.0,11.0,64.98,73.8,66.66,341,1,0.0,0,0.0,0.0,35.41
52.66,62.23,46.72,49.88,39.94,42.99,53.75,54.46,137.0,7.0,58.01,59.93,60.61,229,0,0.0,0,1.0,0.0,42.45
64.08,63.51,57.09,83.89,66.81,58.51,33.54,55.1,131.0,13.0,31.55,43.31,49.68,199,0,1.0,0,1.0,0.0,54.36
64.95,59.78,66.14,57.48,58.07,58.06,62.12,59.38,144.0,4.0,57.27,51.93,56.1,180,0,0.0,0,0.0,1.0,59.5
56.93,37.41,46.59,92.41,52.4,58.13,79.26,68.78,163.0,11.0,51.74,59.18,50.04,167,0,0.0,0,0.0,0.0,48.56
65.27,64.43,54.71,54.76,50.08,61.76,51.58,56.25,131.0,6.0,47.83,39.71,45.85,287,1,0.0,1,0.0,0.0,53.68
70.27,8.27,44.54,49.61,55.73,51.59,84.98,78.94,142.0,2.0,55.61,66.42,54.33,215,0,1.0,0,1.0,0.0,50.17
75.64,46.1,73.28,77.52,75.91,63.92,76.99,77.43,133.0,8.0,59.51,53.41,52.74,281,0,1.0,0,1.0,1.0,73.46
58.48,30.28,73.42,68.54,41.57,57.88,69.72,62.34,135.0,3.0,58.14,70.68,57.07,273,0,1.0,0,0.0,0.0,48.31
61.43,17.99,62.21,60.97,21.61,48.67,69.51,62.42,160.0,13.0,62.56,63.95,57.28,287,0,0.0,0,0.0,0.0,38.09
86.98,87.94,72.31,71.53,100.0,84.08,69.9,52.55,148.0,5.0,52.86,64.38,80.81,285,1,1.0,1,1.0,1.0,89.6
57.89,62.8,44.5,83.85,68.71,61.39,81.06,57.91,147.0,5.0,55.67,76.78,52.35,316,1,1.0,1,0.0,0.0,61.51
53.89,76.12,40.75,64.3,76.36,54.22,68.93,62.2,137.0,8.0,55.52,46.61,66.68,283,0,1.0,1,0.0,0.0,62.11
77.25,55.94,44.78,67.11,92.74,73.64,62.8,64.5,123.0,7.0,69.2,71.36,68.6,193,0,1.0,0,1.0,1.0,65.06
80.81,65.84,50.84,45.32,57.0,58.26,62.02,62.03,151.0,17.0,,48.42,63.03,264,1,0.0,1,1.0,0.0,56.19
79.51,67.2,79.24,100.0,76.16,76.19,82.06,77.95,156.0,3.0,84.75,63.46,75.2,266,1,0.0,1,1.0,1.0,81.27
85.8,30.89,72.32,70.35,81.45,66.91,67.89,70.01,155.0,4.0,73.77,70.93,86.82,387,0,0.0,0,0.0,0.0,62.63
70.26,25.96,50.98,54.85,64.27,41.14,75.79,85.61,140.0,6.0,73.39,72.14,50.7,268,0,0.0,0,0.0,0.0,43.63
36.39,64.71,35.93,73.54,65.84,48.29,82.82,77.71,127.0,5.0,87.49,84.54,60.77,282,1,0.0,0,1.0,1.0,62.16
56.4,37.68,41.45,81.37,61.89,49.63,53.66,20.86,149.0,11.0,58.05,39.79,52.82,108,0,0.0,0,0.0,1.0,43.86
82.82,46.99,65.16,77.44,50.02,59.36,34.15,22.83,154.0,15.0,28.09,24.4,47.06,216,1,0.0,0,0.0,1.0,46.77
80.26,81.8,41.25,75.21,76.55,66.78,86.64,75.68,157.0,6.0,68.07,73.55,72.96,147,1,1.0,0,0.0,1.0,66.43
55.4,16.85,35.12,61.84,71.84,50.87,50.31,58.71,123.0,13.0,56.17,54.28,50.16,80,0,0.0,0,0.0,0.0,26.49
45.56,53.61,21.99,44.74,64.68,38.08,55.32,49.77,144.0,1.0,55.34,46.81,52.51,191,0,0.0,0,0.0,,36.22
66.93,25.21,47.08,63.72,41.02,36.91,53.9,49.25,102.0,13.0,53.15,56.16,51.92,147,0,0.0,0,0.0,0.0,28.47
75.22,74.66,47.52,69.04,65.9,59.53,55.07,47.98,162.0,23.0,50.13,68.64,53.88,255,1,1.0,0,0.0,1.0,57.65
52.67,44.77,32.25,69.26,76.45,53.13,69.63,66.99,143.0,0.0,77.01,67.42,80.24,242,0,0.0,1,0.0,0.0,60.69
61.42,60.31,43.83,61.55,67.81,60.03,71.63,69.15,143.0,10.0,51.02,36.67,64.36,134,0,0.0,0,0.0,0.0,49.14
75.46,21.53,47.1,81.89,57.34,53.57,58.73,90.16,166.0,4.0,77.97,91.25,55.99,259,0,0.0,0,1.0,1.0,51.89
50.41,27.13,78.65,60.2,58.03,54.92,73.83,54.72,130.0,5.0,62.03,61.14,73.33,228,0,0.0,0,0.0,0.0,42.45
53.01,50.32,32.77,62.05,67.12,49.65,62.86,57.92,141.0,13.0,42.47,52.68,31.19,263,0,1.0,0,0.0,1.0,48.07
90.33,72.87,64.85,91.07,70.21,69.36,52.41,66.27,122.0,10.0,78.73,52.03,51.62,292,0,0.0,1,1.0,1.0,74.37
65.95,60.39,46.47,65.61,54.49,49.23,73.76,67.23,113.0,12.0,66.17,54.56,57.5,236,0,0.0,0,0.0,0.0,42.54
58.83,43.26,45.76,60.31,67.05,42.81,63.83,80.37,144.0,16.0,56.12,67.86,40.14,247,0,1.0,0,0.0,1.0,50.52
83.96,34.97,77.74,80.89,76.08,63.05,81.47,86.52,146.0,3.0,74.96,71.18,77.05,169,0,0.0,0,0.0,0.0,58.08
55.2,75.98,13.08,71.69,71.77,57.15,43.45,63.52,98.0,13.0,39.97,64.33,55.31,206,1,0.0,1,1.0,1.0,49.75
60.2,43.91,38.94,67.83,67.88,51.69,88.31,59.1,155.0,6.0,64.18,58.63,81.05,80,0,0.0,0,0.0,0.0,41.46
84.16,78.41,75.44,91.68,92.36,78.04,82.1,84.05,141.0,2.0,78.35,42.58,69.82,375,1,1.0,1,0.0,0.0,75.75
55.67,37.87,29.17,60.9,62.57,37.95,65.86,54.74,153.0,6.0,78.79,43.4,60.93,387,0,1.0,0,0.0,0.0,47.23
60.01,49.92,43.94,76.83,69.17,69.06,43.69,45.5,140.0,10.0,49.19,61.59,66.86,203,0,0.0,0,1.0,0.0,51.66
30.82,51.24,31.26,55.52,59.01,35.49,49.8,58.15,156.0,5.0,38.53,43.92,42.75,222,0,1.0,0,0.0,0.0,36.26
85.14,77.75,72.81,82.57,55.76,71.61,62.7,56.12,160.0,10.0,64.78,65.78,74.09,274,0,0.0,1,0.0,0.0,64.17
78.44,25.32,69.22,90.73,62.46,63.58,81.5,68.08,145.0,3.0,82.95,62.5,69.83,265,0,1.0,0,0.0,0.0,52.04
52.24,35.32,63.79,33.86,53.02,46.26,79.53,73.77,158.0,5.0,73.93,86.27,74.96,217,1,0.0,0,0.0,0.0,50.61
87.87,66.65,71.95,79.12,83.46,68.07,56.89,43.73,154.0,4.0,60.36,47.82,52.53,244,0,0.0,0,0.0,0.0,63.57
77.43,65.19,19.03,81.59,87.61,64.98,62.61,57.22,117.0,5.0,64.49,39.65,46.11,397,1,1.0,0,0.0,1.0,62.24
76.86,,33.44,87.89,68.99,51.95,60.89,36.3,123.0,5.0,64.37,45.53,52.31,210,0,0.0,1,0.0,0.0,54.02
72.36,55.07,40.92,82.17,74.01,69.08,75.43,71.1,122.0,6.0,57.18,55.51,64.95,260,0,0.0,0,1.0,1.0,68.3
55.02,45.07,33.63,64.27,59.48,48.2,53.53,36.49,149.0,8.0,39.83,66.46,51.79,172,0,0.0,0,0.0,0.0,35.59
67.1,35.6,75.05,97.13,86.12,61.03,55.34,52.64,125.0,17.0,42.57,43.73,57.92,294,1,1.0,0,1.0,0.0,57.68
81.61,90.6,53.76,68.16,81.36,63.69,71.65,48.75,103.0,16.0,40.05,42.02,52.05,326,1,0.0,1,1.0,1.0,61.94
83.58,88.67,59.71,63.77,82.72,66.38,81.32,64.74,123.0,3.0,59.76,67.37,57.21,275,1,1.0,0,0.0,1.0,79.0
87.18,37.08,55.32,67.17,59.69,57.24,86.56,68.15,135.0,9.0,80.91,63.15,85.9,165,0,0.0,0,0.0,1.0,58.74
68.55,20.11,67.58,80.76,52.71,62.42,58.17,58.18,146.0,9.0,48.61,49.88,54.68,128,0,0.0,0,1.0,0.0,36.12
81.82,67.24,49.94,68.48,58.75,63.67,93.28,35.49,166.0,3.0,62.84,42.23,65.86,194,0,1.0,1,0.0,1.0,67.58
67.94,37.22,69.9,47.76,47.67,54.11,80.95,89.44,158.0,3.0,69.73,62.51,,329,0,0.0,0,1.0,1.0,59.19
77.12,44.52,75.27,48.58,68.5,62.95,69.78,52.79,,10.0,55.4,39.27,51.63,237,0,1.0,0,0.0,0.0,47.25
70.77,58.99,43.87,78.19,70.0,72.97,56.97,45.79,123.0,7.0,54.34,23.62,53.68,157,0,1.0,1,1.0,0.0,72.37
75.85,56.13,35.69,49.37,70.96,52.98,82.02,72.63,105.0,5.0,63.72,82.0,71.04,132,0,1.0,1,0.0,0.0,55.95
69.67,65.89,49.34,73.19,80.56,71.93,64.17,40.4,130.0,9.0,67.63,69.05,55.25,299,0,1.0,0,1.0,1.0,68.48
50.55,8.6,58.63,59.96,51.95,37.65,71.97,73.03,135.0,3.0,57.24,58.65,39.49,85,0,0.0,0,0.0,0.0,25.69
35.04,46.61,18.27,44.87,53.0,31.8,77.18,74.5,143.0,11.0,50.65,81.65,47.35,124,1,0.0,0,0.0,1.0,32.2
76.5,73.47,84.7,61.9,69.8,70.11,68.56,54.49,156.0,5.0,60.06,61.02,67.18,322,1,1.0,0,1.0,0.0,74.3
60.39,29.64,38.6,58.64,50.44,42.79,70.6,48.16,152.0,3.0,63.23,67.85,69.25,318,0,0.0,0,1.0,0.0,46.06
71.48,43.79,49.15,62.09,58.35,56.6,88.24,74.17,144.0,5.0,64.32,80.86,70.01,259,0,0.0,1,0.0,0.0,43.35
81.77,12.89,64.8,67.79,71.65,40.26,95.63,89.84,136.0,0.0,76.41,74.72,70.34,128,0,0.0,0,0.0,1.0,51.6
86.11,63.16,74.39,87.64,72.38,71.9,88.13,87.73,115.0,8.0,79.5,52.96,65.2,311,1,0.0,1,1.0,1.0,78.08
99.65,66.11,78.96,88.69,83.11,,40.96,56.94,121.0,5.0,59.65,50.92,59.16,393,1,1.0,1,1.0,1.0,75.88
75.11,91.49,26.8,73.37,59.23,57.85,72.72,100.0,123.0,6.0,77.17,83.66,53.5,174,1,0.0,1,0.0,0.0,54.85
71.48,41.9,46.38,62.79,67.16,45.91,62.32,68.17,185.0,10.0,45.89,51.23,59.72,236,0,0.0,0,0.0,1.0,47.6
46.45,52.13,40.56,42.39,76.84,46.2,55.02,65.84,174.0,15.0,49.84,55.54,50.27,294,0,0.0,0,1.0,1.0,43.38
65.77,39.19,47.38,69.78,47.27,46.03,76.41,61.28,118.0,8.0,50.73,60.3,55.57,283,1,0.0,0,0.0,0.0,36.56
98.05,83.02,73.97,90.21,78.69,77.46,91.6,68.81,150.0,2.0,60.47,61.84,79.9,107,0,0.0,1,0.0,0.0,73.09
79.41,66.72,63.18,70.52,67.64,55.93,72.98,81.53,116.0,6.0,64.88,67.82,56.68,167,0,0.0,0,0.0,0.0,52.67
67.49,66.1,44.63,56.28,63.79,57.64,,48.47,146.0,15.0,53.88,54.01,59.36,214,0,0.0,0,1.0,1.0,64.61
54.22,97.0,33.58,99.05,75.95,,69.1,77.36,131.0,4.0,92.5,76.53,57.68,239,1,0.0,1,1.0,0.0,65.98
94.31,69.65,62.1,52.95,44.7,55.23,65.57,57.43,137.0,8.0,77.56,57.75,79.3,231,1,0.0,0,0.0,0.0,51.01
39.25,52.82,31.64,55.6,54.72,39.13,45.81,59.08,155.0,7.0,55.78,48.07,42.4,104,0,0.0,0,0.0,0.0,37.98
45.66,56.91,52.66,77.69,78.14,50.14,41.35,56.64,142.0,6.0,45.29,36.3,42.18,183,0,1.0,1,0.0,0.0,49.84
73.12,72.86,72.36,67.78,86.01,70.4,60.22,69.24,154.0,1.0,64.62,91.67,69.89,216,1,0.0,0,1.0,1.0,73.04
57.1,48.34,58.48,75.03,59.86,50.35,79.42,61.19,150.0,2.0,80.86,56.66,64.84,213,0,0.0,0,0.0,0.0,54.56
70.54,61.32,88.4,70.87,74.72,59.67,61.06,51.34,125.0,8.0,42.8,34.07,31.56,237,0,1.0,0,,0.0,62.85
69.96,55.28,13.53,45.12,43.71,39.44,59.94,80.44,115.0,9.0,72.02,79.15,72.8,197,0,0.0,0,0.0,0.0,54.26
68.02,39.09,47.15,81.6,42.31,39.43,63.38,41.1,133.0,11.0,73.09,59.04,49.09,138,0,1.0,0,1.0,0.0,44.0
54.55,57.14,59.09,63.7,55.82,60.56,92.12,81.48,137.0,10.0,66.66,87.26,61.43,244,0,0.0,1,0.0,0.0,50.66
58.05,19.4,62.33,100.0,33.75,53.4,32.42,40.54,125.0,21.0,46.61,53.38,42.36,202,0,0.0,0,0.0,0.0,39.17
74.75,26.5,73.42,73.29,74.46,66.77,87.36,62.31,129.0,1.0,60.84,72.55,64.33,268,0,0.0,0,1.0,1.0,56.56
49.57,36.61,34.84,62.18,24.52,34.0,63.29,49.21,140.0,10.0,41.98,42.7,40.6,147,0,0.0,0,0.0,0.0,27.72
44.0,30.68,47.07,61.41,36.38,46.73,62.4,64.43,162.0,7.0,52.97,52.8,53.48,189,0,0.0,0,0.0,0.0,30.75
85.98,81.85,84.1,79.37,71.37,79.03,75.21,55.66,103.0,5.0,50.73,39.54,49.64,287,1,1.0,0,0.0,0.0,63.47
42.55,61.98,30.61,73.81,66.26,43.63,60.51,95.03,116.0,8.0,78.99,79.94,63.09,171,0,0.0,0,0.0,0.0,44.49
100.0,68.43,60.5,56.2,100.0,71.25,70.52,53.69,144.0,5.0,74.04,71.65,77.99,311,1,1.0,0,1.0,1.0,78.7
72.3,49.79,49.82,71.69,62.69,55.44,71.8,49.57,107.0,5.0,62.63,43.49,43.68,263,0,0.0,1,0.0,0.0,51.02
76.73,48.99,68.27,64.44,56.87,60.23,49.41,33.15,111.0,13.0,43.91,65.74,56.04,234,0,0.0,0,1.0,0.0,48.27
65.07,64.7,50.13,58.85,58.92,58.79,53.73,45.56,176.0,10.0,47.4,42.66,44.45,318,1,1.0,1,0.0,0.0,50.2
64.62,35.69,64.67,61.74,67.26,53.99,77.82,42.77,151.0,11.0,64.4,36.41,57.92,310,0,1.0,0,1.0,,59.56
70.86,57.27,55.29,61.49,51.78,54.34,70.1,35.81,188.0,11.0,43.04,62.94,59.21,108,0,0.0,0,0.0,0.0,28.66
67.75,64.39,67.99,48.58,83.81,72.07,62.36,52.76,108.0,8.0,48.03,84.4,69.61,336,0,1.0,0,1.0,1.0,68.25
73.25,16.76,77.95,63.04,49.71,50.97,,40.62,174.0,7.0,45.8,11.41,51.38,197,0,0.0,0,0.0,0.0,32.2
64.17,50.77,55.52,66.47,61.36,54.08,49.77,52.37,113.0,9.0,66.73,69.39,39.93,286,0,1.0,0,0.0,0.0,49.69
33.91,50.99,62.25,50.9,32.88,41.53,80.0,77.96,157.0,13.0,64.02,63.74,58.83,199,0,0.0,0,0.0,0.0,39.95
53.11,37.52,60.17,73.8,70.84,51.41,91.21,75.24,104.0,3.0,81.41,80.99,73.9,172,0,0.0,0,1.0,0.0,55.06
71.48,48.24,76.33,67.6,47.44,50.25,47.22,19.82,142.0,20.0,40.51,26.03,38.58,80,0,0.0,0,0.0,0.0,36.73
69.7,34.47,62.31,65.68,67.05,48.82,70.77,61.91,,14.0,65.24,62.61,49.79,400,0,0.0,0,1.0,0.0,44.96
89.36,91.27,66.24,100.0,82.01,94.18,63.26,59.04,131.0,13.0,57.39,49.1,70.8,195,1,0.0,1,0.0,1.0,74.06
65.57,53.26,48.11,68.1,33.88,40.42,66.44,63.75,114.0,10.0,54.93,77.07,57.34,183,0,0.0,0,0.0,0.0,45.16
60.15,75.13,44.86,99.75,60.83,61.98,71.41,47.87,135.0,7.0,60.35,37.0,56.81,154,0,1.0,0,0.0,0.0,50.21
100.0,64.6,75.71,82.51,72.16,76.85,79.76,80.81,145.0,2.0,92.39,80.01,79.61,158,0,0.0,0,0.0,0.0,79.02
48.96,57.36,58.04,59.1,44.93,56.1,78.76,51.58,120.0,6.0,52.92,37.66,48.5,182,0,0.0,0,0.0,1.0,53.54
76.74,88.19,50.89,49.46,77.92,69.92,75.92,75.25,137.0,9.0,58.16,89.73,69.2,238,1,1.0,1,1.0,1.0,75.26
65.5,49.37,53.92,62.46,71.44,67.44,92.91,80.88,142.0,7.0,81.22,100.0,57.39,228,1,1.0,1,,1.0,68.91
85.91,71.98,64.99,73.76,81.86,73.05,65.01,66.18,147.0,9.0,56.26,86.38,66.91,229,1,0.0,0,0.0,1.0,73.29
80.69,48.99,60.92,100.0,57.74,70.25,74.43,61.84,112.0,4.0,70.89,84.15,77.5,269,0,0.0,0,0.0,0.0,56.18
90.83,39.64,77.54,69.25,64.37,70.72,54.56,58.04,127.0,8.0,57.87,47.32,58.24,241,0,0.0,0,0.0,0.0,57.35
74.17,41.54,71.75,69.46,58.21,67.73,48.84,58.14,140.0,16.0,51.38,46.08,61.21,158,0,1.0,0,0.0,0.0,54.96
67.13,27.65,66.63,49.43,35.63,47.22,63.94,56.73,132.0,7.0,36.86,58.66,52.23,279,0,0.0,0,0.0,0.0,35.07
